Twitter User,Texto,Fecha de Creado,Hora,Región,Número de palabras,Número de letras,App Username,Tag 
b'NoSQL',"b""RT @iamjony94: 7 Unusual Ways to Share Content Online &amp; Get People's Attention https://t.co/irQY0AJLuE #socialmedia #digitalmarketing #cont\xe2\x80\xa6""",b'2018-12-16',b'20',b'None',b'17',b'144',b'MasterBigData',b'#BigData'
b'Liana',b'RT @lianabell8: \xf0\x9f\x94\xb6 Fintech &amp; Banking \nAWARDS 2018 (list)\n#bank #digital #future\n#fintech #innovative\n#biometrics #privatebanking\n#IT #retail\xe2\x80\xa6',b'2018-12-16',b'20',"b'EU, Romanian'",b'18',b'144',b'MasterBigData',b'#BigData'
b'wamaitha',b'RT @VladoBotsvadze: The future of work with humans and machines. #AI #fintech #IoT #robots #datascience #blockchain #bigdata #machinelearni\xe2\x80\xa6',b'2018-12-16',b'20',b'None',b'18',b'140',b'MasterBigData',b'#BigData'
b'NoSQL',b'RT @Thomas_Wilckens: Will We Ever Solve The Shortage of Data in Medical Applications? #BigDATA #ArtificialIntelligence #PrecisionMedicine #\xe2\x80\xa6',b'2018-12-16',b'20',b'None',b'17',b'140',b'MasterBigData',b'#BigData'
b'Christopher Burnette',b'RT @BristowColin: Are big data and artificial intelligence throwing down a new regulatory gauntlet? - American Enterprise Institute\nRead mo\xe2\x80\xa6',b'2018-12-16',b'20',"b'Austin, TX'",b'20',b'140',b'MasterBigData',b'#BigData'
b'Nick Payne',b'RT @BristowColin: What You Need to Do to Have a Career in Big Data - insideBIGDATA\nRead more here: https://t.co/ij2lj9Yd9s\n\n#BigData #DataS\xe2\x80\xa6',b'2018-12-16',b'20',"b'Hillingdon, London'",b'22',b'140',b'MasterBigData',b'#BigData'
b'Dercle jean-luc',b'RT @DeepLearn007: 10 Steps to Adopting Artificial Intelligence\n#AI #MachineLearning #DeepLearning #BigData #Fintech #Insurtech #Marketing #\xe2\x80\xa6',b'2018-12-16',b'20',"b'Vesoul, Franche-Comt\xc3\xa9'",b'16',b'140',b'MasterBigData',b'#BigData'
b'Provision IT',b'RT @Softnet_Search: #Infographic \xf0\x9f\x91\x8c: State of the #IPO market in 2018 &gt;&gt; largest #unicorns &gt;&gt; #ridesharing leaders &gt;&gt; and more https://t.co/\xe2\x80\xa6',b'2018-12-16',b'20',b'Melbourne Australia',b'21',b'158',b'MasterBigData',b'#BigData'
b'NoSQL',b'RT @matofarides: #BigData in #Healthcare(#Blockchain Technology) https://t.co/bUf1ur3kqp',b'2018-12-16',b'20',b'None',b'7',b'88',b'MasterBigData',b'#BigData'
b'Chelsea',"b'RT @_PMolnar: Iris-scanning, #AI lie detectors, #BigData: New technologies are increasingly used in border control and migration. But shoul\xe2\x80\xa6'",b'2018-12-16',b'20',"b'Saint Austell, England'",b'19',b'140',b'MasterBigData',b'#BigData'
b'Gull Ferrara',b'RT @IainLJBrown: AXA IM to invest in tech and data science capabilities - https://t.co/KaYFL8qSp7\n\nRead more here: https://t.co/O5LMdAPoMj\xe2\x80\xa6',b'2018-12-16',b'20',"b'Oslo, Norge'",b'18',b'139',b'MasterBigData',b'#BigData'
b'Karolyn Cavanah',b'RT @IainLJBrown: How China Is Dominating Artificial Intelligence - Forbes\n\nRead more here: https://t.co/uoJDe1XJSo\n\n#ArtificialIntelligence\xe2\x80\xa6',b'2018-12-16',b'20',"b'England, United Kingdom'",b'15',b'140',b'MasterBigData',b'#BigData'
b'Nick Payne',b'RT @IainLJBrown: Data science needs to embrace African context and work for greater good - IT News Africa\n\nRead more here: https://t.co/DyG\xe2\x80\xa6',b'2018-12-16',b'20',"b'Hillingdon, London'",b'22',b'140',b'MasterBigData',b'#BigData'
b'Peter Python',b'RT @ActiveState: Catch our #tensorflow #machinelearning #webinar replay with #Intel Artificial Intelligence Group. Watch now: https://t.co/\xe2\x80\xa6',b'2018-12-16',b'20',b'None',b'16',b'140',b'MasterBigData',b'#BigData'
b'Thancmar Feldt',b'RT @IainLJBrown: Data science needs to embrace African context and work for greater good - IT News Africa\n\nRead more here: https://t.co/DyG\xe2\x80\xa6',b'2018-12-16',b'20',"b'Berlin, Deutschland'",b'22',b'140',b'MasterBigData',b'#BigData'
b'NoSQL',b'RT @BigDataGear: Smart-Gaze: AI powered coding for efficient Eye Tracking https://t.co/ALdllTQnss #bigdata',b'2018-12-16',b'20',b'None',b'12',b'106',b'MasterBigData',b'#BigData'
b'NoSQL',b'RT @BigDataGear: Learning Machine Learning: A Personal Journey https://t.co/XmME9nCfm5 #bigdata',b'2018-12-16',b'20',b'None',b'10',b'95',b'MasterBigData',b'#BigData'
b'BigDataGear',b'Quality inspection in manufacturing using deep learning based computer vision https://t.co/hMS1fzkkkM #bigdata',b'2018-12-16',b'20',b'None',b'12',b'110',b'MasterBigData',b'#BigData'
b'BigDataGear',b'7 Classical Assumptions of Ordinary Least Squares (OLS) Linear Regression https://t.co/JO3AuHKwnp #bigdata',b'2018-12-16',b'20',b'None',b'12',b'106',b'MasterBigData',b'#BigData'
b'NoSQL',b'RT @BigDataGear: Building Blocks of Decision Tree https://t.co/48VebkQgzN #bigdata',b'2018-12-16',b'20',b'None',b'9',b'82',b'MasterBigData',b'#BigData'
b'BigDataGear',"b'Digital Transformation is Messy, Dirty and Ugly.\xc2\xa0Here\xe2\x80\x99s How to Embrace it! https://t.co/blQ1arBISL #bigdata'",b'2018-12-16',b'20',b'None',b'14',b'107',b'MasterBigData',b'#BigData'
b'GFACCORD',b'You can go by tube but chances are you can not beat @gfaccord #bigdata &amp; #AI powered #global #business  #consulting\xe2\x80\xa6 https://t.co/l4yNHPQ9t8',b'2018-12-16',b'20',"b'Geneva, Switzerland'",b'21',b'144',b'MasterBigData',b'#BigData'
b'NoSQL',b'RT @VladoBotsvadze: How Much Data by 2025? #bigdata  #IoT #defstar5 #ML #blockchain #deeplearning #VR #banking #robotics #algorithms #analy\xe2\x80\xa6',b'2018-12-16',b'20',b'None',b'18',b'140',b'MasterBigData',b'#BigData'
b'John Thuma',"b'""Technology Predictions for 2019!""\xe2\x80\x8a-\xe2\x80\x8a@AnalyticsRNA https://t.co/HnCyE23qev #aws #microsoft #azure #tableau #sap\xe2\x80\xa6 https://t.co/RRBr3Sro0p'",b'2018-12-16',b'20',b'tampa florida',b'13',b'136',b'MasterBigData',b'#BigData'
b'NoSQL',"b'RT @HubBucket: #WearableTech has enabled Real-Time, Objective Analysis of the #Health problems facing #Interns, and the early findings are\xe2\x80\xa6'",b'2018-12-16',b'20',b'None',b'19',b'139',b'MasterBigData',b'#BigData'
b'Kristen Kehrer',"b'If your background is of the math, stats, or computer science variety, no one probably prepared you for creating an\xe2\x80\xa6 https://t.co/etkvVNOdto'",b'2018-12-16',b'20',"b'Littleton, MA'",b'21',b'140',b'MasterBigData',b'#BigData'
b'Joon Erdogan',b'RT @IainLJBrown: What K-12 Students Should Know About Artificial Intelligence - Forbes\n\nRead more here: https://t.co/0SINWrGG9S\n\n#Artificia\xe2\x80\xa6',b'2018-12-16',b'20',b'UK',b'17',b'140',b'MasterBigData',b'#BigData'
b'Unlock Your Business',b'RT @MikeQuindazzi\ncc: @Antgrasso @Fisher85m\n\n6 big impacts on #DigitalHealth according to #healthcare managers in I\xe2\x80\xa6 https://t.co/wBl3J9Qf7m',b'2018-12-16',b'20',"b'Arlington, TX'",b'17',b'140',b'MasterBigData',b'#BigData'
b'NoSQL',b'RT @martynjcrook: It\xe2\x80\x99s time for a Bill of #Data Rights\nhttps://t.co/8AwdAVrW9M\n#bigdata #dataprotection',b'2018-12-16',b'20',b'None',b'13',b'103',b'MasterBigData',b'#BigData'
b'Big Data Tutorial',b'Learn Big Data Testing with NoSQL using Cassandra and HBase\n\xe2\x98\x9e https://t.co/2Em9sX6Fu1\n\n#bigdata\naw1299z0seH https://t.co/L4KiRQdxne',b'2018-12-16',b'20',b'United States',b'15',b'131',b'MasterBigData',b'#BigData'
b'Grigor Khachatryan',b'RT @VladoBotsvadze: How Much Data by 2025? #bigdata  #IoT #defstar5 #ML #blockchain #deeplearning #VR #banking #robotics #algorithms #analy\xe2\x80\xa6',b'2018-12-16',b'20',"b'New York, NY'",b'18',b'140',b'MasterBigData',b'#BigData'
b'NoSQL',b'RT @AtishiSapru: #Finance leaders are unlocking the potential of #digital. #AI #cloud #bigdata #analytics #IoT #digitalreinvention #Cogniti\xe2\x80\xa6',b'2018-12-16',b'20',b'None',b'17',b'140',b'MasterBigData',b'#BigData'
b'Max Larsen',b'RT @VladoBotsvadze: How Much Data by 2025? #bigdata  #IoT #defstar5 #ML #blockchain #deeplearning #VR #banking #robotics #algorithms #analy\xe2\x80\xa6',b'2018-12-16',b'20',b'los',b'18',b'140',b'MasterBigData',b'#BigData'
b'NoSQL',b'RT @HubBucket: 25 @Java #MachineLearning Tools and Libraries.\n\n\xf0\x9f\x96\xa5\xef\xb8\x8fhttps://t.co/Ear8Z0tViR\n\n@HubBucket @HubDataScience @HubClouds @HubStackOS\xe2\x80\xa6',b'2018-12-16',b'20',b'None',b'13',b'140',b'MasterBigData',b'#BigData'
b'\xe2\x9a\xbd Ligue One',b'https://t.co/sz6wbv08Xl releases https://t.co/B7reV1uv3e #BigData powering website - available daily #CloudComputing #Ligue1Conforama',b'2018-12-16',b'20',"b'Paris, France'",b'11',b'133',b'MasterBigData',b'#BigData'
b'NoSQL',"b""RT @iSelfHealth: Impacting Insurance Company's bottom line through Big-data https://t.co/h0NLJSex8U #bigdata #esurance #Insurance""",b'2018-12-16',b'20',b'None',b'13',b'129',b'MasterBigData',b'#BigData'
b'\xd8\xa7\xd8\xa8\xd9\x88\xd8\xa7\xd9\x84\xd9\x82\xd8\xa7\xd8\xb3\xd9\x85 #\xd9\xb1\xd9\x84_\xd9\x85\xd8\xb4\xd8\xa7\xd9\x8a',"b'RT @TheFuturist007: The future of retail will be powered by AI, AR, IoT &amp; ambient computing technology. \xf0\x9f\x9b\x8d\xef\xb8\x8f\xf0\x9f\xa4\x96 \n\n#socialmediamarketing #digita\xe2\x80\xa6'",b'2018-12-16',b'20',b'Libya',b'20',b'144',b'MasterBigData',b'#BigData'
b'Dominik Suter',b'RT @iamjony94: 13 Easy Marketing Ideas for Small Businesses (That Won\xe2\x80\x99t Break The Bank) https://t.co/GkcCh9YMQ3 #socialmedia #digitalmarket\xe2\x80\xa6',b'2018-12-16',b'20',"b'San Francisco, CA'",b'17',b'140',b'MasterBigData',b'#BigData'
b'Susan Freeman',b'RT @tgwtom: (Preparedness &gt; prediction) + imagination \xe2\x80\xa2 @DrPippaM interview by Mishcon de Reya #bigdata #futurism https://t.co/weICXWfMkR',b'2018-12-16',b'20',b'London and New Forest',b'17',b'140',b'MasterBigData',b'#BigData'
b'DME Intelligence',"b'RT @iotforall: From reducing administrative inefficiencies to improving premium calculation, #IoMT will transform the relationship between\xe2\x80\xa6'",b'2018-12-16',b'20',"b'Boston, MA'",b'16',b'139',b'MasterBigData',b'#BigData'
b'NoSQL',b'RT @iamjony94: 11 must-have growth hacking strategies for your startup https://t.co/A839CRm38z #socialmedia #digitalmarketing #contentmarke\xe2\x80\xa6',b'2018-12-16',b'20',b'None',b'14',b'140',b'MasterBigData',b'#BigData'
b'Learn Machine Learing',b'RT @HubBucket: 25 @Java #MachineLearning Tools and Libraries.\n\n\xf0\x9f\x96\xa5\xef\xb8\x8fhttps://t.co/Ear8Z0tViR\n\n@HubBucket @HubDataScience @HubClouds @HubStackOS\xe2\x80\xa6',b'2018-12-16',b'20',b'Switzerland\xc2\xa7',b'13',b'140',b'MasterBigData',b'#BigData'
b'NoSQL',b'RT @AdreanaInLB: POLITICO: DNC Chair Tom Perez goes to war with state parties over how EXACTLY disparate troves of voter data should be com\xe2\x80\xa6',b'2018-12-16',b'20',b'None',b'24',b'140',b'MasterBigData',b'#BigData'
b'Pascal BERNARDON',"b'The latest KNOWLEDGE MANAGEMENT, le Journal! https://t.co/X2cRhtLE69 Thanks to @f_dauvergne @erwanLeFloch\xe2\x80\xa6 https://t.co/4HYUuHwPwN'",b'2018-12-16',b'20',"b'iPhone: 48.877533,2.623535'",b'12',b'130',b'MasterBigData',b'#BigData'
b'NoSQL',b'RT @AerisM2M: The first chapter in the next step to a connected world begins here. Learn more: https://t.co/XrTfgzmKPF\n\nvia @AerisCTO #IoT\xe2\x80\xa6',b'2018-12-16',b'20',b'None',b'21',b'139',b'MasterBigData',b'#BigData'
b'Cristian del Otero',"b'RT @SwissCognitive: #AIBest by @KirkDBorne \nhttps://t.co/q2mU3AX48n \nUnderstanding #NeuralNetworks \xe2\x80\x94 from neurons to RNN (Recurrent), CNN (\xe2\x80\xa6'",b'2018-12-16',b'20',b'SCL Latitude -33S',b'16',b'140',b'MasterBigData',b'#BigData'
b'NoSQL',b'RT @RogerMoore: #MachineLearning #DataCatalogs @Forrester Wave via @TDWI #BigData #Analytics #ML #DataScience https://t.co/BOITjcnvrU https\xe2\x80\xa6',b'2018-12-16',b'20',b'None',b'14',b'140',b'MasterBigData',b'#BigData'
"b'Iain Brown, PhD'","b""ARTIFICIAL INTELLIGENCE IS BIASED. SHE'S WORKING TO FIX IT. - WPTZ\n\nRead more here: https://t.co/HuKpaQjQXK\xe2\x80\xa6 https://t.co/4gUij9bag7""",b'2018-12-16',b'20',b'London',b'16',b'132',b'MasterBigData',b'#BigData'
b'AKDM bot!',b'RT @RogerMoore: #MachineLearning #DataCatalogs @Forrester Wave via @TDWI #BigData #Analytics #ML #DataScience https://t.co/BOITjcnvrU https\xe2\x80\xa6',b'2018-12-16',b'20',b'United States',b'14',b'140',b'MasterBigData',b'#BigData'
b'Jan R. Bergrath',b'#DigitalTransformation #Digital #Management #Marketing #AI #Data #BigData #Cloud #FutureOfWork #IoT #startup\xe2\x80\xa6 https://t.co/GGIV46QIAe',b'2018-12-16',b'20',"b'Munich, Germany'",b'12',b'133',b'MasterBigData',b'#BigData'
b'NoSQL',b'RT @GroovyAnalytics: The latest Groovy Analytics! https://t.co/FE0CWD8gO3 Thanks to @UofTDentLib @DatasciBot @thatguy9869 #bigdata #ai',b'2018-12-16',b'20',b'None',b'14',b'134',b'MasterBigData',b'#BigData'
b'Startup Feeds',b'RT @StrukturWandler: #DigitalTransformation #Digital #Management #Marketing #AI #Data #BigData #Cloud #FutureOfWork #IoT #startup #startups\xe2\x80\xa6',b'2018-12-16',b'20',"b'San Francisco, CA'",b'14',b'140',b'MasterBigData',b'#BigData'
b'Future Tech',"b'RT @KirkDBorne: Understanding #NeuralNetworks \xe2\x80\x94 from neurons to RNN (Recurrent), CNN (Convolutional), and #DeepLearning: https://t.co/vBRf3\xe2\x80\xa6'",b'2018-12-16',b'20',b'None',b'15',b'140',b'MasterBigData',b'#BigData'
b'Mike Martino',b'Exploring the #social side of #Cloud Computing @SocialNewsCorp https://t.co/LXOcso2rhk #cloud #bigdata',b'2018-12-16',b'20',"b'San Francisco, CA'",b'11',b'102',b'MasterBigData',b'#BigData'
b'NoSQL',"b'RT @d10sk0ur01: An age of hypercomplexity and participation in which we give life to our dreams, nightmares, shape new creatures and beasts\xe2\x80\xa6'",b'2018-12-16',b'20',b'None',b'22',b'140',b'MasterBigData',b'#BigData'
b'Mallory Wechsler',b'RT @DS_Analytics: Willis Towers Watson makes a host of P&amp;C swoops - Insurance Business https://t.co/IEWtpXYc0M\n\n#DataScience #MachineLearni\xe2\x80\xa6',b'2018-12-16',b'20',"b'New York, USA'",b'17',b'144',b'MasterBigData',b'#BigData'
b'NoSQL',b'RT @LogZilla: Your data gift awaits: https://t.co/PdTCL7sq3x #Cloud #Security #Compliance #BigDataAnalytics #BigData #IoT #Breach #holidays\xe2\x80\xa6',b'2018-12-16',b'20',b'None',b'15',b'140',b'MasterBigData',b'#BigData'
b'Mohammed Kaabar \xf0\x9f\x87\xba\xf0\x9f\x87\xb3\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbc\xe2\x80\x8d\xf0\x9f\x8f\xab',b'RT @OliboyM: The Best Data Visualization Tools of 2018 - PCMag Asia #data #bigdata #datavisualization  https://t.co/jADNFsk8ig',b'2018-12-16',b'20',"b'Fort Collins, CO, USA'",b'16',b'126',b'MasterBigData',b'#BigData'
b'A Better Innovation',b'RT @MikeQuindazzi: #AI systems strive to mimic human intelligence\xe2\x80\x8b &gt;&gt;&gt; #PwC via @MikeQuindazzi &gt;&gt;&gt; #BigData #MachineLearning #DeepLearning\xe2\x80\xa6',b'2018-12-16',b'20',"b'Tukwila, WA'",b'17',b'157',b'MasterBigData',b'#BigData'
b'Jos\xc3\xa9 \xc3\x81ngel Carpio',b'The latest The Digital Media Observer! https://t.co/Inm7RcILTH Thanks to @AgentsDigitaux @01roddy @ismaelnafria #bigdata #ai',b'2018-12-16',b'20',"b'Madrid, Espa\xc3\xb1a'",b'14',b'124',b'MasterBigData',b'#BigData'
b'Mohammed Kaabar \xf0\x9f\x87\xba\xf0\x9f\x87\xb3\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbc\xe2\x80\x8d\xf0\x9f\x8f\xab',b'RT @Harry_Robots: The Rise of Robotics and AI \n\n#AI #infographic #tech #MachineLearning #BigData #IoT #VR #DataScience #blockchain #Artific\xe2\x80\xa6',b'2018-12-16',b'20',"b'Fort Collins, CO, USA'",b'18',b'140',b'MasterBigData',b'#BigData'
b'Timothy Hales',b'The latest Esri Employee Daily! https://t.co/IuaVzbUW73 Thanks to @jordannovet @teena_maddox @TWallack #datascience #bigdata',b'2018-12-16',b'20',"b'North Carolina, USA'",b'13',b'124',b'MasterBigData',b'#BigData'
b'Chris Chua',b'RT @Harry_Robots: The Rise of Robotics and AI \n\n#AI #infographic #tech #MachineLearning #BigData #IoT #VR #DataScience #blockchain #Artific\xe2\x80\xa6',b'2018-12-16',b'20',b'Singapore',b'18',b'140',b'MasterBigData',b'#BigData'
b'ay\xc5\x9fe kaya',b'RT @kashthefuturist: By 2030 students will be learning from robot teachers 10 times faster than today\n\n#AI #IoT #digital #Robotics #Robot #\xe2\x80\xa6',b'2018-12-16',b'20',b'T\xc3\xbcrkiye',b'22',b'140',b'MasterBigData',b'#BigData'
b'Christopher Burnette',b'RT @kashthefuturist: By 2030 students will be learning from robot teachers 10 times faster than today\n\n#AI #IoT #digital #Robotics #Robot #\xe2\x80\xa6',b'2018-12-16',b'20',"b'Austin, TX'",b'22',b'140',b'MasterBigData',b'#BigData'
b'Gull Ferrara',b'RT @IainLJBrown: What K-12 Students Should Know About Artificial Intelligence - Forbes\n\nRead more here: https://t.co/0SINWrGG9S\n\n#Artificia\xe2\x80\xa6',b'2018-12-16',b'20',"b'Oslo, Norge'",b'17',b'140',b'MasterBigData',b'#BigData'
b'Syndicated Maps',b'The latest The Syndicated Maps Daily! https://t.co/g1lHX6mWox Thanks to @PiperLab_es @worldmapper #bigdata #ai',b'2018-12-16',b'20',b'Hermosa Beach',b'13',b'110',b'MasterBigData',b'#BigData'
b'The Digi Engineer',b'RT @Fisher85M: A Smart Nation Built on Standards {Infographic}\n\n#SmartCity #IoT #CyberSecurity #Healthcare #infosec @fisher85m #BigData #fi\xe2\x80\xa6',b'2018-12-16',b'20',b'United States',b'17',b'140',b'MasterBigData',b'#BigData'
b'andrew corn',b'RT @Aleksan03565134: Artificial intelligence experts address getting capabilities to warfighters\n\n#ArtificialIntelligence #DataScience #Mac\xe2\x80\xa6',b'2018-12-16',b'20',b'NYC',b'13',b'140',b'MasterBigData',b'#BigData'
b'joe vedder',"b'RT @TheFuturist007: The future of retail will be powered by AI, AR, IoT &amp; ambient computing technology. \xf0\x9f\x9b\x8d\xef\xb8\x8f\xf0\x9f\xa4\x96 \n\n#socialmediamarketing #digita\xe2\x80\xa6'",b'2018-12-16',b'20',b'None',b'20',b'144',b'MasterBigData',b'#BigData'
b'Sally Eaves',b'RT @andi_staub: Leveraging #Blockchain for Global Good \n\n#fintech #insurtech #Agenda2030 #Sustainability #AI #FinancialInclusion #BigData @\xe2\x80\xa6',b'2018-12-16',b'20',b'London | Dubai | Bristol',b'15',b'140',b'MasterBigData',b'#BigData'
b'M. Carr',b'RT @reach2ratan: EU Parliament Calls for Action on #Blockchain Adoption in Trade \n\nvia - @CoinDesk https://t.co/6fUmyeoWmM\n\n#Fintech #crypt\xe2\x80\xa6',b'2018-12-16',b'20',b'Deutschland',b'18',b'140',b'MasterBigData',b'#BigData'
b'Gerald Santucci',b'RT @bedorn_89: AI is real...and can help your business grow. So can analytics. #BigData #Analytics #SAS #SQL\xe2\x80\xa6 https://t.co/puRU4xnPHv',b'2018-12-16',b'20',b'Brussels',b'18',b'133',b'MasterBigData',b'#BigData'
b'DREAMDREAM',b'Dream World #BigData Machine\xe3\x80\x80#IT #novel\xe3\x80\x80#kindle\xef\xbf\xa599\xe3\x80\x80Japan #book illustlator Enoki Sakisima https://t.co/gVnLJitRZX https://t.co/n0BCl9eQHN',b'2018-12-16',b'20',b'None',b'14',b'137',b'MasterBigData',b'#BigData'
b'Ratan Jyoti',b'Another #Facebook Bug Exposed Private Photos Of 6.8M Users \n\nhttps://t.co/p432CEkRXQ\n\n#CyberSecurity #Databreach\xe2\x80\xa6 https://t.co/lNpdO836c0',b'2018-12-16',b'20',b'Bangalore',b'13',b'137',b'MasterBigData',b'#BigData'
b'John Abraham',b'Want to Grow Your Facebook Following: Here is A 6-Step Plan https://t.co/JnRLR13m2D #SocialMedia\xe2\x80\xa6 https://t.co/v8uLDha9bk',b'2018-12-16',b'20',"b'Paris, France'",b'14',b'121',b'MasterBigData',b'#BigData'
b'Todd D. Lyle',b'RT @schmarzo: #DigitalTransformation leverages #economics of #BigData #IOT #DataScience to re-engineer business models to create new source\xe2\x80\xa6',b'2018-12-16',b'20',b'The Cloud',b'17',b'140',b'MasterBigData',b'#BigData'
b'Big Data Furniture',b'I feel great ! I love the Data you are generating ! #BigData',b'2018-12-16',b'20',"b'Rotterdam, The Netherlands'",b'13',b'60',b'MasterBigData',b'#BigData'
b'Constructech',b'Peggy shares three practical ways to best prepare for 2019 on @ConstructechTV. https://t.co/ZYe958Wurb\xe2\x80\xa6 https://t.co/8SgF4PbDCM',b'2018-12-16',b'20',"b'Carol Stream, IL'",b'14',b'127',b'MasterBigData',b'#BigData'
b'McKinsey Italy',"b'Ecco i 20 ""super winners"", top player del settore #fashion https://t.co/MbXcQSSFB8 #Lusso #Disruption #Startup #AI\xe2\x80\xa6 https://t.co/TgL5pVOzMF'",b'2018-12-16',b'20',b'None',b'16',b'139',b'MasterBigData',b'#BigData'
b'Foundation Center Northeast NY',b'Listen to David Lawson talk #BigData #cognitivecomputing #datasets and #prospectresearh and #fundraising\xe2\x80\xa6 https://t.co/vuZsoCECXQ',b'2018-12-16',b'20',"b'32 Old Slip, NY, NY 10005'",b'13',b'129',b'MasterBigData',b'#BigData'
b'Startup Feeds',"b'RT @McKinsey_it: Ecco i 20 ""super winners"", top player del settore #fashion https://t.co/MbXcQSSFB8 #Lusso #Disruption #Startup #AI #BigDat\xe2\x80\xa6'",b'2018-12-16',b'20',"b'San Francisco, CA'",b'18',b'140',b'MasterBigData',b'#BigData'
b'Dominique Ristori',b'RT @stracma: The #OpenScience #Cloud will give Europe a global edge in reaping the full benefits of #data-driven #science &amp; has the potenti\xe2\x80\xa6',b'2018-12-16',b'20',b'Brussels',b'23',b'144',b'MasterBigData',b'#BigData'
b'David Clarke',"b'RT @1DavidClarke: "" Do You Make These Mistakes in GDPR?\n Building a GDPR Program takes both Art, Law and Technology - 12,245 Members""\n http\xe2\x80\xa6'",b'2018-12-16',b'20',"b'London, England'",b'24',b'140',b'MasterBigData',b'#BigData'
b'whatsup',"b'#BernardMarr - Author, Keynote Speaker, Advisor https://t.co/lgVbax8Vma #topExecutive #1onInspiration #1onTech\xe2\x80\xa6 https://t.co/RMqqsVYa2U'",b'2018-12-16',b'20',b'None',b'11',b'135',b'MasterBigData',b'#BigData'
b'Sean Gardner',"b""Confused about what blockchain is? Don't be. Here is a clear and concise definition. https://t.co/Zsev9P5v4q\xe2\x80\xa6 https://t.co/c1p0UODz3o""",b'2018-12-16',b'20',"b'Seattle, Zagreb, or 30K feet'",b'16',b'133',b'MasterBigData',b'#BigData'
b'AKDM bot!',"b""RT @IainLJBrown: ARTIFICIAL INTELLIGENCE IS BIASED. SHE'S WORKING TO FIX IT. - WPTZ\n\nRead more here: https://t.co/HuKpaQjQXK\n\n#ArtificialIn\xe2\x80\xa6""",b'2018-12-16',b'20',b'United States',b'18',b'140',b'MasterBigData',b'#BigData'
b'LeanSocial',"b""Instagram's reportedly testing some new tools for high-profile users #smm https://t.co/AabXUfJOoG\xe2\x80\xa6 https://t.co/eWjHLoaPTU""",b'2018-12-16',b'20',"b'Rotherham, England'",b'12',b'122',b'MasterBigData',b'#BigData'
b'Big Data Analytics',"b""via @RichardEudes - The Insane Amounts of Data We're Using Every Minute (Infographic) https://t.co/HXX3MjsmsH\xe2\x80\xa6 https://t.co/WRk7QtiLDk""",b'2018-12-16',b'20',"b'Paris, France'",b'15',b'134',b'MasterBigData',b'#BigData'
b'Penultimate Hipster',"b'RT @DiegoKuonen: ""Big data analytics: Machine learning and Bayesian learning perspectives - What is done? What is not?""\n\n&gt; https://t.co/LI1\xe2\x80\xa6'",b'2018-12-16',b'20',b'Vancouver',b'20',b'143',b'MasterBigData',b'#BigData'
b'Pablo Jordan',b'Totally truth! #data',b'2018-12-16',b'20',b'Bolivia',b'3',b'20',b'MasterBigData',b'#BigData'
b'jules sebastian',b'RT @DrLukeKA: Hier #followerpower dings:\n\nHabt ihr Sanifair Bons? Aus wissenschaftlichen Gr\xc3\xbcnden br\xc3\xa4uchte ich da mal einen Datensatz an Bar\xe2\x80\xa6',b'2018-12-16',b'20',"b'hannover, germany'",b'20',b'140',b'MasterBigData',b'#BigData'
b'GFACCORD',b'#invest in #bigdata with our help @gfaccord https://t.co/KejCjPYPxO https://t.co/zwilY1ZXVY',b'2018-12-16',b'20',"b'Geneva, Switzerland'",b'9',b'91',b'MasterBigData',b'#BigData'
b'Learn Big Data',b'Master Big Data and Hadoop Step-By-Step From Scratch\n\xe2\x98\x9e https://t.co/HKN6S8wRzI\n\n#BigData #Hadoop #ApacheSpark\no2Gix\xe2\x80\xa6 https://t.co/yeTSQnRvrv',b'2018-12-16',b'20',b'United States',b'15',b'140',b'MasterBigData',b'#BigData'
b'Security Testing',b'RT @reach2ratan: Another #Facebook Bug Exposed Private Photos Of 6.8M Users \n\nhttps://t.co/p432CEkRXQ\n\n#CyberSecurity #Databreach #Ransomwa\xe2\x80\xa6',b'2018-12-16',b'20',"b'Hyderabad, India'",b'15',b'140',b'MasterBigData',b'#BigData'
b'Security Testing',"b'RT @1DavidClarke: "" Do You Make These Mistakes in GDPR?\n Building a GDPR Program takes both Art, Law and Technology - 12,245 Members""\n http\xe2\x80\xa6'",b'2018-12-16',b'20',"b'Hyderabad, India'",b'24',b'140',b'MasterBigData',b'#BigData'
b'AdaptiveBox',b'RT @wiomax: Unlocking Potentials of Smart #IoT with #LPWAN technology https://t.co/h0nsoqtDkS #LoRaWAN #NBIoT #InternetOfThings #BigData #A\xe2\x80\xa6',b'2018-12-16',b'20',b'USA',b'16',b'140',b'MasterBigData',b'#BigData'
b'dheeraj',b'The latest The Cloud Analytics Market Daily! https://t.co/xDkXEiyruE #bigdata #geospatial',b'2018-12-16',b'20',"b'Pune, India'",b'10',b'89',b'MasterBigData',b'#BigData'
b'Fahrudin Golos',b'RT @jblefevre60: Want to be a #DataScientist? 25 #DataScience skills. \n\n#MachineLearning #BigData #PredictiveAnalytics #AI #DataMining #Sta\xe2\x80\xa6',b'2018-12-16',b'20',b'Dubai',b'16',b'140',b'MasterBigData',b'#BigData'
